检索关键词,检索时间,标题,来源机构,报告/资料名,发布时间,URL,内容摘要,快照路径,层(layer),状态,观测批次,同源复用
2023 五一 出游,2026-08-28-R1,国内旅游出游人次 = 2.74亿人次,文化和旅游部,文化和旅游部2023年五一假期数据,2023,https://www.mct.gov.cn/whzx/whyw/202305/t20230503_943504.htm,文旅部数据中心测算：五一假期国内旅游出游合计2.74亿人次，同比+70.83%，恢复至2019年119.09%,snapshots/文化和旅游部_国内旅游出游人次.html,L1,入库L1,R1,否
2023 五一 收入,2026-08-28-R1,国内旅游收入 = 1480.56亿元,文化和旅游部,文化和旅游部2023年五一假期数据,2023,https://www.mct.gov.cn/whzx/whyw/202305/t20230503_943504.htm,五一实现国内旅游收入1480.56亿元，同比+128.90%，恢复至2019年100.66%,snapshots/文化和旅游部_国内旅游收入.html,L1,入库L1,R1,否
2023 五一 人均消费,2026-08-28-R1,游客人均消费 = 540.35元,文化和旅游部,2023年五一假期旅游市场观察,2023,http://www.inewsweek.cn/cover/2023-05-12/18492.shtml,文旅部数据测算：五一游客人均消费540.35元，较2019年同期下降10.46%,snapshots/文化和旅游部_游客人均消费.html,L1,入库L1,R1,否
2023 五一 客运,2026-08-28-R1,营业性客运量 = 26971.6万人次,交通运输部,交通运输部2023年五一假期数据,2023,https://www.news.cn/2023-05/04/c_1129588677.htm,交通运输部：五一假期全国营业性客运量合计26971.6万人次，日均5394.3万，比2022年+162.4%,snapshots/交通运输部_营业性客运量.html,L1,入库L1,R1,否
2023 五一 铁路,2026-08-28-R1,铁路发送旅客 = 9049万人次,国铁集团,交通运输部2023年五一假期数据,2023,https://www.news.cn/2023-05/04/c_1129588677.htm,五一铁路发送旅客9049万人次，日均1809.8万，比2022年+462.1%,snapshots/国铁集团_铁路发送旅客.html,L1,入库L1,R1,否
2023 五一 民航,2026-08-28-R1,民航运输旅客 = 941.2万人次,中国民用航空局,中国民用航空局2023年五一假期数据,2023,https://www.gov.cn/lianbo/2023-05/04/content_5754150.htm,民航局：五一假期民航运输旅客941.2万人次，日均188.2万，比2022年+508%，比2019年+4.2%,snapshots/中国民用航空局_民航运输旅客.html,L1,入库L1,R1,否
2023 五一 公路,2026-08-28-R1,公路发送旅客 = 16309万人次,交通运输部,交通运输部2023年五一假期数据,2023,https://www.gov.cn/lianbo/2023-05/03/content_5754036.htm,五一公路预计发送旅客16309万人次，日均3261.8万，比2022年+99.1%,snapshots/交通运输部_公路发送旅客.html,L1,入库L1,R1,否
2023 五一 高速,2026-08-28-R1,全国高速公路流量 = 3.1亿辆次,交通运输部,交通运输部2023年五一假期数据,2023,https://view.inews.qq.com/a/20230511A020XD00,五一全国高速公路流量累计3.1亿辆，日均6209.19万辆，比2022年+101.83%，比2019年+20.64%,snapshots/交通运输部_全国高速公路流量.html,L1,入库L1,R1,否
2023 五一 商务部,2026-08-28-R1,全国重点零售和餐饮企业销售额增速 = 18.9%,商务部,商务部2023年五一假期数据,2023,http://www.cnr.cn/news/20230503/t20230503_526239243.shtml,商务部商务大数据监测：五一假期全国重点零售和餐饮企业销售额同比增长18.9%,snapshots/商务部_全国重点零售和餐饮企业销售额增速.html,L1,入库L1,R1,否
2023 五一 餐饮,2026-08-28-R1,重点餐饮企业销售额增速 = 57.9%,商务部,商务部2023年五一假期数据,2023,https://www.gov.cn/yaowen/2023-05/05/content_5754179.htm,商务部：五一重点监测餐饮企业销售额同比增长57.9%,snapshots/商务部_重点餐饮企业销售额增速.html,L1,入库L1,R1,否
2023 五一 步行街,2026-08-28-R1,全国示范步行街客流量增速 = 121.4%,商务部,商务部2023年五一假期数据,2023,https://www.gov.cn/yaowen/2023-05/05/content_5754179.htm,全国示范步行街客流量、营业额同比分别增长121.4%和87.6%,snapshots/商务部_全国示范步行街客流量增速.html,L1,入库L1,R1,否
2023 五一 税务,2026-08-28-R1,全国消费相关行业销售收入增速 = 24.4%,国家税务总局,国家税务总局2023年五一增值税发票数据,2023,http://m.winshang.com/news712560.html,国家税务总局：五一假期全国消费相关行业销售收入同比+24.4%，旅游游览和娱乐服务业+3.2倍,snapshots/国家税务总局_全国消费相关行业销售收入增速.html,L1,入库L1,R1,否
